
                     TIME        CJC       TC-1       TC-2       TC-3       TC-4       TC-5      Short   Humidity
Mon Oct 08 23:13:44 2018      24.62      22.51      23.13      23.31      23.04      22.93      24.18      67.72
Mon Oct 08 23:14:44 2018      24.62      22.50      23.15      23.24      23.04      22.97      24.17      67.73
Mon Oct 08 23:15:44 2018      24.62      22.41      23.04      23.28      22.98      22.94      24.14      67.76
Mon Oct 08 23:16:44 2018      24.62      22.50      23.12      23.27      23.01      22.93      24.19      67.77
Mon Oct 08 23:17:44 2018      24.64      22.57      23.07      23.28      23.03      22.96      24.18      67.75
Mon Oct 08 23:18:44 2018      24.63      22.52      23.12      23.23      23.02      23.03      24.18      67.77
Mon Oct 08 23:19:44 2018      24.61      22.50      23.09      23.28      23.03      23.02      24.17      67.77
Mon Oct 08 23:20:44 2018      24.63      22.53      23.11      23.29      23.03      22.92      24.18      67.75
Mon Oct 08 23:21:44 2018      24.65      22.48      23.05      23.31      23.01      22.94      24.15      67.78
Mon Oct 08 23:22:44 2018      24.64      22.45      23.13      23.24      23.00      23.02      24.15      67.77
Mon Oct 08 23:23:44 2018      24.62      22.45      23.13      23.27      23.04      22.99      24.19      67.80
Mon Oct 08 23:24:44 2018      24.63      22.50      23.07      23.30      23.00      22.94      24.18      67.78
Mon Oct 08 23:25:44 2018      24.63      22.48      23.10      23.26      23.01      22.99      24.17      67.77
Mon Oct 08 23:26:44 2018      24.63      22.52      23.14      23.28      23.08      23.00      24.19      67.81
Mon Oct 08 23:27:44 2018      24.64      22.50      23.12      23.29      23.04      22.99      24.18      67.81
Mon Oct 08 23:28:44 2018      24.64      22.49      23.16      23.25      23.02      22.99      24.19      67.80
Mon Oct 08 23:29:44 2018      24.63      22.54      23.15      23.25      23.00      22.97      24.21      67.82
Mon Oct 08 23:30:44 2018      24.65      22.44      23.10      23.26      22.99      22.99      24.18      67.82
Mon Oct 08 23:31:44 2018      24.63      22.49      23.13      23.23      23.01      23.04      24.18      67.82
Mon Oct 08 23:32:44 2018      24.61      22.45      23.11      23.26      22.97      22.95      24.16      67.82
Mon Oct 08 23:33:44 2018      24.62      22.56      23.11      23.24      23.04      22.99      24.18      67.82
Mon Oct 08 23:34:44 2018      24.63      22.53      23.08      23.28      22.99      22.93      24.20      67.83
Mon Oct 08 23:35:44 2018      24.61      22.53      23.11      23.31      23.01      22.97      24.19      67.83
Mon Oct 08 23:36:44 2018      24.61      22.49      23.12      23.25      23.01      23.06      24.15      67.83
Mon Oct 08 23:37:44 2018      24.64      22.48      23.13      23.25      23.03      22.95      24.17      67.83
Mon Oct 08 23:38:44 2018      24.62      22.47      23.09      23.26      23.00      22.98      24.20      67.86
Mon Oct 08 23:39:44 2018      24.62      22.51      23.12      23.27      23.01      22.99      24.20      67.87
Mon Oct 08 23:40:44 2018      24.64      22.49      23.13      23.31      22.98      22.92      24.19      67.87
Mon Oct 08 23:41:44 2018      24.63      22.50      23.09      23.31      22.98      22.89      24.18      67.87
Mon Oct 08 23:42:44 2018      24.61      22.49      23.07      23.27      22.96      22.95      24.18      67.87
Mon Oct 08 23:43:44 2018      24.61      22.48      23.10      23.26      23.05      22.94      24.24      67.87
Mon Oct 08 23:44:44 2018      24.66      22.56      23.14      23.31      23.03      22.97      24.19      67.87
Mon Oct 08 23:45:44 2018      24.62      22.47      23.12      23.29      23.02      22.90      24.20      67.89
Mon Oct 08 23:46:44 2018      24.62      22.55      23.12      23.25      23.01      22.97      24.20      67.87
Mon Oct 08 23:47:44 2018      24.61      22.48      23.09      23.26      23.05      22.99      24.20      67.87
Mon Oct 08 23:48:44 2018      24.61      22.49      23.14      23.25      23.04      23.02      24.20      67.87
Mon Oct 08 23:49:44 2018      24.64      22.57      23.15      23.26      23.05      22.98      24.20      67.88
Mon Oct 08 23:50:44 2018      24.62      22.42      23.13      23.30      22.98      22.96      24.21      67.90
Mon Oct 08 23:51:44 2018      24.61      22.57      23.14      23.30      23.03      22.90      24.23      67.91
Mon Oct 08 23:52:44 2018      24.64      22.56      23.16      23.28      23.00      22.93      24.21      67.90
Mon Oct 08 23:53:44 2018      24.63      22.52      23.12      23.29      23.02      22.97      24.20      67.92
Mon Oct 08 23:54:44 2018      24.62      22.56      23.12      23.29      23.04      22.96      24.17      67.92
Mon Oct 08 23:55:44 2018      24.64      22.57      23.06      23.28      23.06      22.99      24.23      67.92
Mon Oct 08 23:56:44 2018      24.63      22.47      23.13      23.30      22.98      22.95      24.18      67.92
Mon Oct 08 23:57:44 2018      24.61      22.48      23.14      23.25      23.03      23.04      24.22      67.92
Mon Oct 08 23:58:44 2018      24.63      22.57      23.09      23.28      23.02      22.95      24.20      67.92
Mon Oct 08 23:59:44 2018      24.63      22.50      23.14      23.27      23.02      23.02      24.19      67.92
